meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.216808914,0.040453524,0.223928571,0.207857143,0.238571429,0.030714286,2.439289923,9.146365103,0.841354748,0.234533485,0.231785714,0.216808914,0.176908583,0.048387097,0.268156425,1.150026483,0.0234375,9.515625,9.4921875,0.051806958,female
0.21847797,0.042912811,0.215842185,0.204795144,0.248133536,0.043338392,3.105067448,16.06251364,0.849660473,0.251582308,0.209044006,0.21847797,0.187587453,0.048096192,0.275862069,1.049202128,0.0234375,7.546875,7.5234375,0.116206622,female
0.195366938,0.052070681,0.20465718,0.191617076,0.222043984,0.030426908,3.349808396,16.52558051,0.874574575,0.403534112,0.203570505,0.195366938,0.172325461,0.048879837,0.275862069,1.118938578,0.0234375,9.46875,9.4453125,0.053327318,female
0.230790543,0.034518481,0.231215227,0.209487555,0.259912152,0.050424597,1.598823471,4.867484391,0.845817953,0.137411804,0.214407028,0.230790543,0.188669158,0.048632219,0.275862069,1.189002404,0.0234375,9.6328125,9.609375,0.096864111,female
0.229938254,0.03619574,0.235362319,0.217326892,0.25610306,0.038776167,1.680097857,5.002185227,0.850271995,0.191834863,0.253848631,0.229938254,0.196619191,0.047244094,0.277456647,1.888183594,0.0234375,9.5390625,9.515625,0.144937055,female
0.221970733,0.043472376,0.219759036,0.200963855,0.255903614,0.054939759,1.442990748,4.484900256,0.859833953,0.219356471,0.207228916,0.221970733,0.173613844,0.048435923,0.279069767,1.31349734,0.0234375,8.625,8.6015625,0.159815188,female
0.227550491,0.034004852,0.227878788,0.210909091,0.251717172,0.040808081,2.264260192,8.729469254,0.837585728,0.175807992,0.225454545,0.227550491,0.198825275,0.046966732,0.279069767,0.947544643,0.0234375,9.796875,9.7734375,0.079681709,female
0.219501983,0.034952129,0.221447721,0.199678284,0.243217158,0.043538874,1.427626831,4.032356643,0.863479151,0.197403574,0.206058981,0.219501983,0.184217157,0.047761194,0.277456647,1.74375,0.1875,9.2109375,9.0234375,0.120831169,female
0.218647391,0.033345799,0.219147727,0.20125,0.240625,0.039375,2.035892896,6.687082552,0.834887773,0.166016016,0.198068182,0.218647391,0.187419493,0.048096192,0.274285714,0.787860577,0.0234375,10.6171875,10.59375,0.04831136,female
0.222227856,0.04341729,0.227526882,0.19655914,0.254623656,0.058064516,1.134020155,3.020309016,0.879697533,0.265083173,0.275698925,0.222227856,0.165079236,0.048387097,0.279069767,1.818558673,0.0703125,9.0703125,9,0.164628623,female
0.226664143,0.035608723,0.228432956,0.210791599,0.249693053,0.038901454,1.833257848,6.336444242,0.848540972,0.188153014,0.222552504,0.226664143,0.18529858,0.047477745,0.279069767,1.412109375,0.0234375,10.921875,10.8984375,0.11516695,female
0.219184633,0.031278286,0.218686131,0.206014599,0.235445255,0.029430657,2.287847962,8.728300389,0.840193492,0.16536853,0.215824818,0.219184633,0.182605789,0.047384008,0.277456647,2.059895833,0.0234375,9.84375,9.8203125,0.113181568,female
0.235652844,0.037056869,0.248134328,0.213656716,0.26119403,0.047537313,2.070482128,6.765488678,0.8329447,0.169130422,0.259626866,0.235652844,0.183226741,0.047856431,0.279069767,0.821484375,0.2109375,5.8828125,5.671875,0.107102971,female
0.212134624,0.032598871,0.216066667,0.196,0.230533333,0.034533333,2.25547893,7.881732267,0.835405883,0.197826068,0.228666667,0.212134624,0.173435467,0.049586777,0.255319149,0.499273256,0.0234375,3.6796875,3.65625,0.061538462,female
0.217904782,0.033279778,0.216508972,0.201892333,0.236606852,0.034714519,2.352544861,8.922851452,0.832993987,0.176697667,0.219249592,0.217904782,0.181026297,0.051391863,0.279069767,1.986816406,0.0234375,9.328125,9.3046875,0.151401468,female
0.226650315,0.037314061,0.23374778,0.202912966,0.253641208,0.050728242,2.059149316,7.802350113,0.843057074,0.179239358,0.24071048,0.226650315,0.19356171,0.047384008,0.277456647,1.443978659,0.0234375,9.4453125,9.421875,0.128698612,female
0.211401313,0.044609028,0.208923077,0.191692308,0.241769231,0.050076923,1.841355969,6.2046404,0.860925187,0.259532141,0.192230769,0.211401313,0.16896376,0.048435923,0.279069767,1.228365385,0.0234375,9.703125,9.6796875,0.06249591,female
0.219425186,0.037712807,0.226287744,0.195452931,0.244191829,0.048738899,1.287379185,3.587348261,0.861891653,0.21283496,0.193463588,0.219425186,0.179508175,0.04743083,0.271186441,1.921875,0.0234375,10.0078125,9.984375,0.110268448,female
0.2219837,0.033770681,0.220383944,0.208656195,0.241884817,0.033228621,2.354861955,8.692618203,0.835669215,0.184223481,0.215497382,0.2219837,0.191292171,0.049535604,0.272727273,1.278161337,0.2109375,13.0078125,12.796875,0.059752747,female
0.212030757,0.03482229,0.209666137,0.193195548,0.230143084,0.036947536,2.312172383,9.425049941,0.85494239,0.197908817,0.205659777,0.212030757,0.189001677,0.049586777,0.279069767,0.429332386,0.0234375,1.6875,1.6640625,0.099965648,female
0.225683966,0.034230399,0.234698795,0.209156627,0.245783133,0.036626506,2.830075845,11.44581874,0.812837675,0.174304016,0.240481928,0.225683966,0.190573195,0.047337278,0.277456647,1.5421875,0.0234375,9.5625,9.5390625,0.104508314,female
0.209008272,0.042727511,0.212385185,0.193718519,0.232711111,0.038992593,2.073218316,7.208493026,0.86457816,0.282264003,0.206577778,0.209008272,0.187478957,0.050473186,0.277456647,1.171432783,0.0234375,14.3203125,14.296875,0.061009322,female
0.226640031,0.046017846,0.238636364,0.215909091,0.255,0.039090909,2.06602122,6.970631745,0.861786668,0.290297747,0.244090909,0.226640031,0.17432598,0.04729064,0.279069767,1.988769531,0.0234375,11.953125,11.9296875,0.082961243,female
0.216473486,0.058323352,0.226168224,0.200373832,0.258691589,0.058317757,1.69574511,5.338921745,0.892106022,0.361472534,0.208224299,0.216473486,0.173047768,0.048387097,0.275862069,1.330078125,0.0234375,5.71875,5.6953125,0.169112509,female
0.199537462,0.061505573,0.220235294,0.184,0.236235294,0.052235294,2.597052715,11.83666852,0.907331792,0.4971578,0.225411765,0.199537462,0.183935826,0.049844237,0.279069767,2.12652439,0.0234375,10.4296875,10.40625,0.142342342,female
0.209175822,0.055388693,0.221981982,0.191711712,0.242162162,0.05045045,1.691631513,5.48500742,0.890395517,0.377435854,0.226018018,0.209175822,0.161557275,0.048,0.272727273,1.392857143,0.0234375,10.8984375,10.875,0.105872845,female
0.219691273,0.031192546,0.225065886,0.198828697,0.241054173,0.042225476,2.515500287,10.81952616,0.837611777,0.154594323,0.239414348,0.219691273,0.184824677,0.04743083,0.271186441,0.826388889,0.0234375,5.390625,5.3671875,0.140232347,female
0.219218722,0.036296406,0.224,0.200666667,0.245,0.044333333,1.654298546,4.917199768,0.852393758,0.199233849,0.2345,0.219218722,0.183481094,0.047058824,0.279069767,2.026147959,0.0234375,9.9375,9.9140625,0.129271438,female
0.211588338,0.040640238,0.206681716,0.190880361,0.241444695,0.050564334,1.880469468,6.940235918,0.864084997,0.260509988,0.204153499,0.211588338,0.153023882,0.052287582,0.271186441,0.946614583,0.2109375,7.453125,7.2421875,0.127323162,female
0.206963676,0.055694766,0.216829268,0.195487805,0.23945122,0.043963415,1.788383277,5.904735638,0.893281266,0.365547072,0.213841463,0.206963676,0.181607642,0.048582996,0.277456647,0.930803571,0.09375,12.0234375,11.9296875,0.056188605,female
0.219733825,0.033701829,0.217826772,0.200629921,0.246047244,0.045417323,1.639987078,5.015082607,0.853801943,0.187255424,0.200188976,0.219733825,0.179655249,0.047244094,0.279069767,1.573660714,0.0234375,9.6328125,9.609375,0.131453252,female
0.224958019,0.030206365,0.230066667,0.2114,0.241266667,0.029866667,2.626612837,10.75317278,0.82459077,0.157822838,0.236133333,0.224958019,0.175636627,0.047808765,0.271186441,1.40013587,0.0234375,9.609375,9.5859375,0.119974982,female
0.229328819,0.038242394,0.241174551,0.212854812,0.253050571,0.040195759,3.099619658,15.31152944,0.835509921,0.194871984,0.241174551,0.229328819,0.194431165,0.049382716,0.279069767,1.015625,0.0234375,9.46875,9.4453125,0.076661878,female
0.21781586,0.038142858,0.222727273,0.202840909,0.239034091,0.036193182,1.547552927,4.203079999,0.864694538,0.253961289,0.228693182,0.21781586,0.154483193,0.047524752,0.279069767,1.2,0.0234375,9.234375,9.2109375,0.074413345,female
0.21563375,0.039019277,0.217562327,0.199722992,0.23966759,0.039944598,2.072380543,7.522413465,0.861969408,0.256231452,0.209418283,0.21563375,0.182145954,0.048048048,0.277456647,1.411556604,0.0234375,10.078125,10.0546875,0.098630536,female
0.223532436,0.041782433,0.231397849,0.197419355,0.256344086,0.058924731,1.336086213,3.824061735,0.869302793,0.211917189,0.233978495,0.223532436,0.179013978,0.050526316,0.279069767,1.110224185,0.0234375,6.8203125,6.796875,0.094745484,female
0.227945965,0.042246116,0.238611825,0.20622108,0.258046272,0.051825193,1.651711177,5.122519963,0.868683727,0.240415398,0.2418509,0.227945965,0.17971545,0.049947971,0.277456647,1.411414195,0.0234375,10.1015625,10.078125,0.12588286,female
0.232794294,0.038225078,0.243395586,0.205365025,0.265263158,0.059898132,1.924878786,6.347850842,0.844692404,0.154248302,0.256706282,0.232794294,0.185198887,0.051118211,0.277456647,1.178960756,0.0234375,11.015625,10.9921875,0.084631786,female
0.215536303,0.039200881,0.207472527,0.193846154,0.246153846,0.052307692,2.137455234,7.951888728,0.857408603,0.211433956,0.193846154,0.215536303,0.174002055,0.047856431,0.274285714,1.182397959,0.0234375,9.9375,9.9140625,0.044865865,female
0.215310828,0.033859603,0.217480064,0.197830941,0.235342903,0.037511962,2.217003924,8.449538794,0.855784518,0.20144844,0.216586922,0.215310828,0.188925174,0.050901379,0.277456647,0.935461957,0.0234375,5.71875,5.6953125,0.06708776,female
0.223748188,0.03971294,0.223461538,0.201153846,0.252692308,0.051538462,1.87654043,6.339010619,0.852728604,0.212551555,0.207307692,0.223748188,0.174687383,0.048096192,0.277456647,0.883806818,0.0234375,5.5546875,5.53125,0.082834829,female
0.227806929,0.035062986,0.232195122,0.20402439,0.253536585,0.049512195,1.741114116,5.80271988,0.848077742,0.137375316,0.250121951,0.227806929,0.189972446,0.047384008,0.269662921,0.966686321,0.0234375,8.5546875,8.53125,0.054567981,female
0.223672002,0.038012989,0.219545455,0.196818182,0.255909091,0.059090909,1.590274994,5.10776991,0.852403714,0.166266168,0.196818182,0.223672002,0.184853233,0.048484848,0.279069767,0.597146739,0.0234375,4.03125,4.0078125,0.047871617,female
0.224133754,0.059647898,0.24377907,0.204302326,0.266162791,0.061860465,2.538157347,10.07261108,0.873688347,0.332009511,0.273895349,0.224133754,0.196132077,0.051779935,0.279069767,1.308933424,0.0234375,9.84375,9.8203125,0.055688146,female
0.217978586,0.044916029,0.21569378,0.201403509,0.252759171,0.051355662,2.077278722,7.502047005,0.862451596,0.273082093,0.198724083,0.217978586,0.175742693,0.048632219,0.272727273,1.068229167,0.0234375,5.7890625,5.765625,0.08597561,female
0.219379008,0.054665158,0.224190801,0.195093697,0.265212947,0.07011925,2.467939182,11.32711008,0.878539237,0.332434969,0.279522998,0.219379008,0.161697073,0.051336898,0.268156425,0.940358232,0.0234375,8.71875,8.6953125,0.061994609,female
0.2134508,0.043488453,0.213147287,0.192310078,0.244403101,0.052093023,1.409760014,4.121198206,0.875223234,0.276811691,0.198387597,0.2134508,0.181084565,0.047619048,0.268156425,1.270507813,0.0234375,11.625,11.6015625,0.111515152,female
0.211927783,0.050643858,0.211842105,0.197105263,0.249052632,0.051947368,2.201934011,8.603567269,0.872602653,0.2846783,0.202263158,0.211927783,0.189264485,0.047058824,0.274285714,1.596354167,0.0234375,12.0234375,12,0.100952148,female
0.219100411,0.038713493,0.224339909,0.197147193,0.246009105,0.048861912,1.500144245,4.525562799,0.872427132,0.248018777,0.245584219,0.219100411,0.171770251,0.047384008,0.274285714,1.022949219,0.0234375,10.734375,10.7109375,0.063554583,female
0.230981456,0.03858591,0.241260946,0.203992995,0.259404553,0.055411559,1.393941689,3.703140673,0.857497793,0.199079776,0.267740806,0.230981456,0.174557501,0.04719764,0.279069767,2.072916667,0.0234375,18.9375,18.9140625,0.098729143,female
0.241380982,0.034486734,0.248443649,0.235921288,0.2619678,0.026046512,2.766455751,10.70682443,0.803027518,0.160075813,0.245939177,0.241380982,0.162343349,0.048929664,0.277456647,2.169819079,0.234375,9.9609375,9.7265625,0.098649142,female
0.23689484,0.034508631,0.238151002,0.22779661,0.258428351,0.030631741,2.640106822,10.5589314,0.805817063,0.163800315,0.229953775,0.23689484,0.184080392,0.052516411,0.277456647,1.028645833,0.0234375,8.5078125,8.484375,0.089713233,female
0.227438751,0.035454952,0.234076433,0.212229299,0.247452229,0.03522293,2.419148145,9.392068419,0.832401216,0.195861423,0.237643312,0.227438751,0.159267031,0.048681542,0.279069767,1.372395833,0.0234375,11.71875,11.6953125,0.072573719,female
0.229041312,0.043024574,0.237473684,0.221052632,0.253473684,0.032421053,2.462756963,8.864675767,0.839625671,0.262860222,0.237473684,0.229041312,0.175148267,0.047619048,0.272727273,2.0703125,0.0234375,11.1328125,11.109375,0.117332035,female
0.242639127,0.031307596,0.246455907,0.22875208,0.264159734,0.035407654,2.330298724,7.926005821,0.801601504,0.133349513,0.262762063,0.242639127,0.162929041,0.047856431,0.277456647,1.648105053,0.0234375,8.8359375,8.8125,0.111643026,female
0.234023328,0.035241765,0.242040816,0.214285714,0.25755102,0.043265306,2.019870874,6.921375088,0.838263061,0.171756764,0.253061224,0.234023328,0.168160458,0.047012733,0.277456647,1.449375,0.0234375,10.2890625,10.265625,0.110780226,female
0.231254419,0.04381445,0.233410214,0.210345964,0.26985173,0.059505766,3.028130487,14.41444314,0.8407643,0.233163713,0.27261944,0.231254419,0.17756384,0.048681542,0.275862069,1.309442935,0.0234375,9.7734375,9.75,0.11871722,female
0.240723722,0.03776555,0.251019108,0.230063694,0.260382166,0.030318471,3.082049812,13.9018038,0.810896792,0.188826808,0.251910828,0.240723722,0.176911801,0.048533873,0.279069767,1.405273438,0.0234375,10.4765625,10.453125,0.11554241,female
0.238363862,0.033958351,0.24137931,0.227335423,0.258056426,0.030721003,2.030804677,6.1961801,0.811641935,0.152090761,0.253667712,0.238363862,0.180283842,0.046920821,0.275862069,0.8359375,0.0234375,10.640625,10.6171875,0.040961491,female
0.242081615,0.04266722,0.254632479,0.234051282,0.268512821,0.034461538,2.368357306,7.933227518,0.823537177,0.229494685,0.264205128,0.242081615,0.17970137,0.047151277,0.279069767,0.818080357,0.0234375,2.25,2.2265625,0.221883657,female
0.234879939,0.034471977,0.238415842,0.223762376,0.255841584,0.032079208,2.345269432,8.380455888,0.823732335,0.178190183,0.22970297,0.234879939,0.18359419,0.047952048,0.277456647,1.524305556,0.0234375,10.40625,10.3828125,0.127030496,female
0.247040684,0.03804082,0.256631259,0.237936267,0.268528073,0.030591806,2.467139976,8.386868367,0.800841857,0.161888011,0.272352049,0.247040684,0.191864373,0.048830112,0.279069767,2.13231383,0.0234375,12.3984375,12.375,0.147253788,female
0.22303131,0.035831877,0.227906977,0.213381038,0.24293381,0.029552773,2.346271088,8.366294173,0.844584272,0.219554634,0.227406082,0.22303131,0.17793552,0.050420168,0.274285714,0.706571691,0.0234375,7.2890625,7.265625,0.08012487,female
0.235686019,0.038505756,0.242191781,0.229041096,0.258630137,0.029589041,2.779984616,11.3921849,0.8187719,0.204902608,0.249315068,0.235686019,0.17575911,0.047105005,0.279069767,1.828125,0.2578125,9.515625,9.2578125,0.138607595,female
0.232222065,0.036569625,0.233538913,0.218325991,0.254508076,0.036182085,2.065335585,7.090640132,0.832289261,0.193742111,0.226138032,0.232222065,0.182947689,0.051502146,0.279069767,1.238970588,0.0234375,11.71875,11.6953125,0.104382678,female
0.226452461,0.031232913,0.224909747,0.213285199,0.246642599,0.033357401,2.385628306,8.707959806,0.812386254,0.153970469,0.222888087,0.226452461,0.196945184,0.051227321,0.279069767,1.213199013,0.0234375,9.3515625,9.328125,0.134142937,female
0.231644001,0.035353834,0.231737892,0.215783476,0.258860399,0.043076923,1.9629332,6.459189539,0.837505356,0.182765198,0.221766382,0.231644001,0.192178605,0.054982818,0.275862069,1.095578457,0.0234375,10.03125,10.0078125,0.082134493,female
0.225668322,0.033965821,0.23319403,0.204776119,0.248656716,0.043880597,2.046777839,7.169018575,0.843486616,0.182467409,0.23319403,0.225668322,0.175208557,0.047571853,0.274285714,1.412224265,0.0234375,17.625,17.6015625,0.08988016,female
0.235667829,0.03556831,0.24006483,0.222366288,0.257763371,0.035397083,2.006332897,6.427612932,0.828406479,0.17718255,0.242787682,0.235667829,0.190730514,0.047477745,0.279069767,1.240513393,0.0234375,9.140625,9.1171875,0.087996836,female
0.230991781,0.031246019,0.229987849,0.214678007,0.251761847,0.03708384,1.890015868,5.97159839,0.834184813,0.140838949,0.2218226,0.230991781,0.191741264,0.04729064,0.277456647,2.288628472,0.0234375,21.796875,21.7734375,0.111634374,female
0.23649767,0.033127671,0.241568627,0.222810458,0.258039216,0.035228758,2.139435677,7.066708712,0.819932966,0.152012197,0.25254902,0.23649767,0.182796409,0.047666336,0.279069767,1.147170608,0.0234375,8.203125,8.1796875,0.110011288,female
0.236732245,0.032934598,0.242885906,0.226442953,0.25557047,0.029127517,2.02813491,6.350746286,0.819872828,0.163262407,0.246644295,0.236732245,0.15888758,0.047904192,0.275862069,1.955030488,0.234375,10.7578125,10.5234375,0.178674833,female
0.232292885,0.036868207,0.23745098,0.225555556,0.251176471,0.025620915,2.699104778,10.7448136,0.818783187,0.196225385,0.230130719,0.232292885,0.172606121,0.049180328,0.274285714,1.876674107,0.0234375,10.7578125,10.734375,0.099551517,female
0.238730162,0.034512753,0.246689655,0.224482759,0.260689655,0.036206897,2.26147826,7.855816894,0.821815682,0.170172717,0.260689655,0.238730162,0.188404553,0.048289738,0.279069767,1.350911458,0.0234375,10.7578125,10.734375,0.071979622,female
0.225288268,0.03408343,0.22853835,0.212735166,0.247178003,0.034442836,2.11388997,7.525178355,0.846499148,0.203653642,0.215166425,0.225288268,0.166322047,0.047666336,0.271186441,1.545410156,0.0234375,10.125,10.1015625,0.139000211,female
0.22605443,0.045661224,0.231304348,0.204034783,0.260521739,0.056486957,1.644343183,4.863384818,0.861339261,0.280192401,0.260521739,0.22605443,0.155547797,0.047012733,0.279069767,0.8578125,0.0234375,10.7109375,10.6875,0.086000474,female
0.235331862,0.035094709,0.236993464,0.217777778,0.263986928,0.04620915,1.912201884,5.938967758,0.829820811,0.170795229,0.218235294,0.235331862,0.173990667,0.048241206,0.279069767,1.194222384,0.0234375,9.4921875,9.46875,0.115638487,female
0.224207222,0.032266432,0.230322581,0.212258065,0.240483871,0.028225806,3.258749847,16.01760723,0.82444586,0.169864386,0.231827957,0.224207222,0.187532761,0.051227321,0.279069767,0.87279212,0.0234375,10.171875,10.1484375,0.036720554,female
0.234231983,0.031841954,0.238263386,0.221649783,0.252850941,0.031201158,2.062097772,6.785468648,0.826262943,0.153974352,0.246772793,0.234231983,0.175597959,0.049586777,0.279069767,1.271364796,0.0234375,9.796875,9.7734375,0.066293632,female
0.232346856,0.035586191,0.240067114,0.224563758,0.250872483,0.026308725,2.611659949,9.813485065,0.821219621,0.197019344,0.248993289,0.232346856,0.189391904,0.048048048,0.279069767,1.567764946,0.0234375,10.2890625,10.265625,0.097395185,female
0.236702867,0.035746074,0.247346939,0.224489796,0.25877551,0.034285714,2.767103248,10.97562374,0.823211063,0.18290227,0.248571429,0.236702867,0.185297393,0.047058824,0.279069767,1.931349734,0.0234375,11.2734375,11.25,0.115891473,female
0.231746423,0.033505775,0.236955224,0.22358209,0.246985075,0.023402985,2.884539801,12.1219969,0.819509771,0.178301153,0.237791045,0.231746423,0.182589099,0.048144433,0.279069767,1.249479167,0.0234375,10.1953125,10.171875,0.09107446,female
0.244356447,0.03180948,0.252994924,0.231675127,0.265786802,0.034111675,2.412311324,8.115036954,0.808986263,0.114350635,0.25394247,0.244356447,0.1749336,0.047808765,0.279069767,1.234556686,0.0234375,8.625,8.6015625,0.086462418,female
0.229128962,0.038425498,0.231253482,0.205125348,0.258941504,0.053816156,1.605997994,4.582894185,0.851358177,0.202109348,0.194986072,0.229128962,0.172266177,0.047713718,0.279069767,1.179332386,0.0234375,8.484375,8.4609375,0.080482144,female
0.229655583,0.041493478,0.239626168,0.201495327,0.263551402,0.062056075,2.322637829,9.943457624,0.860795691,0.227796325,0.264672897,0.229655583,0.177046977,0.057761733,0.279069767,1.30640625,0.0234375,6.4921875,6.46875,0.125038545,female
0.219048909,0.032994782,0.222068966,0.209195402,0.232796935,0.023601533,4.043276982,24.27954628,0.811783909,0.194126339,0.222605364,0.219048909,0.18150977,0.050793651,0.274285714,0.882568359,0.1875,9.9140625,9.7265625,0.104819277,female
0.179028926,0.065368498,0.164453524,0.126414709,0.247681307,0.121266599,2.141880482,8.49310285,0.912944716,0.436573394,0.126414709,0.179028926,0.125992936,0.026666667,0.181818182,0.440104167,0.0703125,5.84375,5.7734375,0.110351827,male
0.166353449,0.062439847,0.149581205,0.120122574,0.229090909,0.108968335,1.762844907,6.110980923,0.927752865,0.482046844,0.114116445,0.166353449,0.113943951,0.017429194,0.156862745,0.163671875,0.0703125,0.4453125,0.375,0.261574074,male
0.173756783,0.065038729,0.166648794,0.117104558,0.241215371,0.124110813,2.156018347,7.980531233,0.909802803,0.418645038,0.126613047,0.173756783,0.110460819,0.01843318,0.262295082,1.060546875,0.0078125,5.796875,5.7890625,0.173502318,male
0.168023268,0.063307437,0.145769554,0.116568545,0.23078217,0.114213625,2.009765771,7.938203219,0.926111709,0.462042436,0.108561817,0.168023268,0.111528406,0.016194332,0.246153846,0.155,0.078125,0.4375,0.359375,0.216485507,male
0.169352533,0.068167747,0.14283671,0.115804529,0.239284863,0.123480334,2.038744662,7.546507431,0.921624076,0.482639983,0.120476758,0.169352533,0.111090258,0.023255814,0.181818182,0.91796875,0.0078125,5.59375,5.5859375,0.239254079,male
0.130410979,0.093199206,0.135239567,0.025100464,0.217032457,0.191931994,27.79818155,834.8009163,0.812733741,0.403256286,0,0.130410979,0.107764608,0.01871345,0.170212766,0.0078125,0.0078125,0.0078125,0,0,male
